Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres,Anio,Código CIE-10
Alta Verapaz,"Desnutrición proteicocalórica, no especificada",113,52,61,16,E46
Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,110,43,67,16,C22
Alta Verapaz,Otras enfermedades pulmonares obstructivas crónicas,80,35,45,16,J44
Alta Verapaz,Otras sepsis,69,34,35,16,A41
Alta Verapaz,Tumor maligno del estómago,68,31,37,16,C16
Alta Verapaz,Otras anemias,67,27,40,16,D64
Alta Verapaz,Dificultad respiratoria del recién nacido,61,38,23,16,P22
Alta Verapaz,Úlcera gástrica,60,33,27,16,K25
Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",179,92,87,16,R00 - R99
Alta Verapaz,Otras causas,1993,1097,896,16,Otras causas
Peten,Todas las causas,2074,1277,797,16,Todas las causas
Peten,"Agresión con disparo de otras armas de fuego, y las no especificadas",168,145,23,16,X95
Peten,Infarto agudo del miocardio,146,90,56,16,I21
Peten,"Diabetes mellitus, no especificada",121,40,81,16,E14
Peten,"Neumonía, organismo no especificado",118,71,47,16,J18
Peten,Exposición a factores no especificados,93,83,10,16,X59
Peten,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",80,69,11,16,V89
Peten,Fibrosis y cirrosis del hígado,72,36,36,16,K74
Peten,Agresión por medios no especificados,66,64,2,16,Y09
Peten,Diabetes mellitus no insulinodependiente,63,20,43,16,E11
Peten,Otras gastroenteritis y colitis de origen infeccioso y no especificado,53,33,20,16,A09
Peten,"Neumonía bacteriana, no clasificada en otra parte",42,19,23,16,J15
Peten,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",39,18,21,16,I64
Peten,Insuficiencia cardíaca,30,18,12,16,I50
Peten,Otras enfermedades pulmonares obstructivas crónicas,30,18,12,16,J44
Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,16,11,16,C22
Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",83,50,33,16,R00 - R99
Peten,Otras causas,843,487,356,16,Otras causas
Izabal,Todas las causas,2219,1288,931,16,Todas las causas
Izabal,Infarto agudo del miocardio,214,111,103,16,I21
Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",170,147,23,16,X95
Izabal,"Neumonía, organismo no especificado",115,68,47,16,J18
Izabal,"Diabetes mellitus, no especificada",110,45,65,16,E14
Izabal,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",107,95,12,16,V89
Izabal,Insuficiencia renal no especificada,92,49,43,16,N19
Izabal,Otras gastroenteritis y colitis de origen infeccioso y no especificado,72,35,37,16,A09
Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",58,28,30,16,I64
Izabal,Exposición a factores no especificados,53,40,13,16,X59
Izabal,Fibrosis y cirrosis del hígado,43,27,16,16,K74
Izabal,Insuficiencia cardíaca,40,12,28,16,I50
Izabal,Otros trastornos y los no especificados del sistema circulatorio,39,19,20,16,I99
Izabal,Otras sepsis,35,20,15,16,A41
Izabal,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",28,15,13,16,E87
Izabal,Enfermedad renal crónica,28,15,13,16,N18
Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",202,102,100,16,R00 - R99
Izabal,Otras causas,813,460,353,16,Otras causas
Zacapa,Todas las causas,1545,900,645,16,Todas las causas
Zacapa,Infarto agudo del miocardio,296,158,138,16,I21
Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",109,100,9,16,X95
Zacapa,"Diabetes mellitus, no especificada",73,28,45,16,E14
Zacapa,"Neumonía, organismo no especificado",67,28,39,16,J18
Zacapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",58,44,14,16,V89
Zacapa,Exposición a factores no especificados,58,47,11,16,X59
Zacapa,Diabetes mellitus no insulinodependiente,46,18,28,16,E11
Zacapa,Insuficiencia cardíaca,41,22,19,16,I50
Zacapa,Fibrosis y cirrosis del hígado,40,25,15,16,K74
Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",36,19,17,16,I64
Zacapa,Otras enfermedades cerebrovasculares,32,17,15,16,I67
Zacapa,Tumor maligno del estómago,31,15,16,16,C16
Zacapa,Otras enfermedades pulmonares obstructivas crónicas,26,12,14,16,J44
Zacapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,22,15,7,16,A09
Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,19,7,12,16,C22
Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",32,16,16,16,R00 - R99
Zacapa,Otras causas,559,329,230,16,Otras causas
Chiquimula,Todas las causas,2022,1190,832,16,Todas las causas
Chiquimula,Infarto agudo del miocardio,239,135,104,16,I21
Chiquimula,"Neumonía, organismo no especificado",165,87,78,16,J18
Chiquimula,Insuficiencia cardíaca,134,76,58,16,I50
Chiquimula,"Diabetes mellitus, no especificada",107,41,66,16,E14
Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",91,80,11,16,W34
Chiquimula,Exposición a factores no especificados,86,73,13,16,X59
Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",83,47,36,16,I64
Chiquimula,Tumor maligno del estómago,60,28,32,16,C16
Chiquimula,Fibrosis y cirrosis del hígado,50,37,13,16,K74
Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",42,39,3,16,X95
Chiquimula,Otras enfermedades cerebrovasculares,34,9,25,16,I67
Chiquimula,Otras enfermedades pulmonares obstructivas crónicas,34,16,18,16,J44
Chiquimula,Otras gastroenteritis y colitis de origen infeccioso y no especificado,33,20,13,16,A09
Chiquimula,Diabetes mellitus no insulinodependiente,32,11,21,16,E11
Chiquimula,Tumor maligno del hígado y de las vías biliares intrahepáticas,28,17,11,16,C22
Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",78,33,45,16,R00 - R99
Chiquimula,Otras causas,726,441,285,16,Otras causas
Jalapa,Todas las causas,1767,993,774,16,Todas las causas
Jalapa,"Neumonía, organismo no especificado",125,64,61,16,J18
Jalapa,Infarto agudo del miocardio,90,51,39,16,I21
Jalapa,"Diabetes mellitus, no especificada",86,33,53,16,E14
Jalapa,Otros trastornos del encéfalo,69,29,40,16,G93
Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",64,59,5,16,X95
Jalapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,50,25,25,16,A09
Jalapa,Exposición a factores no especificados,46,35,11,16,X59
Jalapa,"Disparo de otras armas de fuego, y las no especificadas",41,38,3,16,W34
Jalapa,Insuficiencia cardíaca,39,22,17,16,I50
Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",37,18,19,16,I64
Jalapa,Otras enfermedades pulmonares obstructivas crónicas,36,16,20,16,J44
Jalapa,Otros trastornos y los no especificados del sistema circulatorio,29,15,14,16,I99
Jalapa,Fibrosis y cirrosis del hígado,29,16,13,16,K74
Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,15,12,16,C22
Jalapa,Tumor maligno del estómago,25,10,15,16,C16
Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",281,150,131,16,R00 - R99
Jalapa,Otras causas,693,397,296,16,Otras causas
Jutiapa,Todas las causas,2708,1582,1126,16,Todas las causas
Jutiapa,Infarto agudo del miocardio,466,247,219,16,I21
Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",180,99,81,16,I64
Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",166,158,8,16,X95
Jutiapa,"Diabetes mellitus, no especificada",165,54,111,16,E14
Jutiapa,"Neumonía, organismo no especificado",132,78,54,16,J18
Jutiapa,Exposición a factores no especificados,81,64,17,16,X59
Jutiapa,Tumor maligno del estómago,70,35,35,16,C16
Jutiapa,Insuficiencia cardíaca,68,33,35,16,I50
Jutiapa,Fibrosis y cirrosis del hígado,65,39,26,16,K74
Jutiapa,Enfermedad renal crónica,65,41,24,16,N18
Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",65,55,10,16,V89
Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,46,16,30,16,C22
Jutiapa,Diabetes mellitus no insulinodependiente,46,16,30,16,E11
Jutiapa,Tumor maligno de la próstata,42,42,0,16,C61
Jutiapa,Hipertensión esencial (primaria),32,20,12,16,I10
Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",113,60,53,16,R00 - R99
Jutiapa,Otras causas,906,525,381,16,Otras causas
Extranjero,Todas las causas,83,53,30,16,Todas las causas
Extranjero,Exposición a factores no especificados,14,10,4,16,X59
Extranjero,"Agresión con disparo de otras armas de fuego, y las no especificadas",9,9,0,16,X95
Extranjero,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",7,5,2,16,V89
Extranjero,Infarto agudo del miocardio,4,2,2,16,I21
Extranjero,"Neumonía, organismo no especificado",3,1,2,16,J18
Extranjero,Tumor maligno del cuello del útero,2,0,2,16,C53
Extranjero,"Diabetes mellitus, no especificada",2,1,1,16,E14
Extranjero,Otros trastornos del encéfalo,2,1,1,16,G93
Extranjero,Fibrosis y cirrosis del hígado,2,0,2,16,K74
Extranjero,Pancreatitis aguda,2,2,0,16,K85
Extranjero,Otras malformaciones congénitas del corazón,2,1,1,16,Q24
Extranjero,Ahogamiento y sumersión no especificados,2,1,1,16,W74
Extranjero,"Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente",1,1,0,16,A16
Extranjero,Otras sepsis,1,0,1,16,A41
Extranjero,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",1,1,0,16,B20
Extranjero,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",8,5,3,16,R00 - R99
Extranjero,Otras causas,21,13,8,16,Otras causas
Ignorado,Todas las causas,7811,4643,3168,16,Todas las causas
Ignorado,"Neumonía, organismo no especificado",1023,572,451,16,J18
Ignorado,Otras gastroenteritis y colitis de origen infeccioso y no especificado,504,298,206,16,A09
Ignorado,Dificultad respiratoria del recién nacido,392,244,148,16,P22
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",324,267,57,16,X95
Ignorado,Exposición a factores no especificados,276,227,49,16,X59
Ignorado,Neumonía congénita,240,137,103,16,P23
Ignorado,Sepsis bacteriana del recién nacido,229,133,96,16,P36
Ignorado,Otras malformaciones congénitas del corazón,181,106,75,16,Q24
Ignorado,"Otras malformaciones congénitas, no clasificadas en otra parte",153,79,74,16,Q89
Ignorado,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",133,84,49,16,P07
Ignorado,Otras sepsis,131,77,54,16,A41
Ignorado,Asfixia del nacimiento,126,79,47,16,P21
Ignorado,Síndromes de aspiración neonatal,109,45,64,16,P24
Ignorado,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",96,68,28,16,V89
Ignorado,Trastornos cardiovasculares originados en el período perinatal,83,43,40,16,P29
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",743,403,340,16,R00 - R99
Ignorado,Otras causas,3068,1781,1287,16,Otras causas
Todos los departamentos,Todas las causas,81726,45726,36000,17,Todas las causas
Todos los departamentos,"Neumonía, organismo no especificado",6840,3639,3201,17,J18
Todos los departamentos,Infarto agudo del miocardio,5524,2989,2535,17,I21
Todos los departamentos,"Diabetes mellitus, no especificada",4472,1822,2650,17,E14
Todos los departamentos,"Agresión con disparo de otras armas de fuego, y las no especificadas",2944,2577,367,17,X95
Todos los departamentos,Exposición a factores no especificados,2741,2212,529,17,X59
Todos los departamentos,Fibrosis y cirrosis del hígado,2388,1563,825,17,K74
Todos los departamentos,Otras gastroenteritis y colitis de origen infeccioso y no especificado,1891,976,915,17,A09
Todos los departamentos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",1617,767,850,17,I64
Todos los departamentos,Diabetes mellitus no insulinodependiente,1524,609,915,17,E11
Todos los departamentos,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",1516,1277,239,17,V89
Todos los departamentos,Enfermedad renal crónica,1487,780,707,17,N18
Todos los departamentos,Insuficiencia cardíaca,1464,659,805,17,I50
Todos los departamentos,Tumor maligno del hígado y de las vías biliares intrahepáticas,1427,673,754,17,C22
Todos los departamentos,Tumor maligno del estómago,1236,585,651,17,C16
Todos los departamentos,Otras sepsis,1056,563,493,17,A41
Todos los departamentos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",9295,4839,4456,17,R00 - R99
Todos los departamentos,Otras causas,34304,19196,15108,17,Otras causas
Guatemala,Todas las causas,18182,10129,8053,17,Todas las causas
Guatemala,"Diabetes mellitus, no especificada",1360,605,755,17,E14
Guatemala,Infarto agudo del miocardio,1224,677,547,17,I21
Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas",1088,933,155,17,X95
Guatemala,Exposición a factores no especificados,860,706,154,17,X59
Guatemala,"Neumonía, organismo no especificado",819,434,385,17,J18
Guatemala,Fibrosis y cirrosis del hígado,744,541,203,17,K74
Guatemala,Enfermedad renal crónica,479,247,232,17,N18
Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,431,196,235,17,C22
Guatemala,Diabetes mellitus no insulinodependiente,405,159,246,17,E11
Guatemala,Insuficiencia cardíaca,313,128,185,17,I50
Guatemala,Otras sepsis,300,158,142,17,A41
Guatemala,"Disparo de otras armas de fuego, y las no especificadas",291,247,44,17,W34
Guatemala,Tumor maligno del estómago,276,114,162,17,C16
Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",263,116,147,17,I64
Guatemala,Insuficiencia renal no especificada,211,101,110,17,N19
Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1652,807,845,17,R00 - R99
Guatemala,Otras causas,7466,3960,3506,17,Otras causas
El Progreso,Todas las causas,1079,596,483,17,Todas las causas
El Progreso,Infarto agudo del miocardio,158,87,71,17,I21
El Progreso,"Neumonía, organismo no especificado",74,32,42,17,J18
El Progreso,"Diabetes mellitus, no especificada",72,24,48,17,E14
El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",49,20,29,17,I64
El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",37,30,7,17,X95
El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,36,22,14,17,C22
El Progreso,Otras enfermedades cerebrovasculares,31,15,16,17,I67
El Progreso,Tumor maligno del estómago,30,16,14,17,C16
El Progreso,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",30,22,8,17,V89
El Progreso,Otras enfermedades pulmonares obstructivas crónicas,26,13,13,17,J44
El Progreso,Exposición a factores no especificados,26,23,3,17,X59
El Progreso,Fibrosis y cirrosis del hígado,21,12,9,17,K74
El Progreso,Tumor maligno de la próstata,16,16,0,17,C61
El Progreso,Hipertensión esencial (primaria),16,8,8,17,I10
El Progreso,"Desnutrición proteicocalórica, no especificada",15,5,10,17,E46
El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",53,32,21,17,R00 - R99
El Progreso,Otras causas,389,219,170,17,Otras causas
Sacatepequez,Todas las causas,1652,901,751,17,Todas las causas
Sacatepequez,"Diabetes mellitus, no especificada",112,42,70,17,E14
Sacatepequez,"Neumonía, organismo no especificado",98,56,42,17,J18
Sacatepequez,Infarto agudo del miocardio,95,49,46,17,I21
Sacatepequez,Diabetes mellitus no insulinodependiente,84,31,53,17,E11
Sacatepequez,Exposición a factores no especificados,67,52,15,17,X59
Sacatepequez,Fibrosis y cirrosis del hígado,59,40,19,17,K74
Sacatepequez,"Desnutrición proteicocalórica, no especificada",41,22,19,17,E46
Sacatepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,38,17,21,17,C22
Sacatepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",38,14,24,17,I64
Sacatepequez,Enfermedad renal crónica,35,17,18,17,N18
Sacatepequez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",30,26,4,17,V89
Sacatepequez,Tumor maligno del estómago,28,12,16,17,C16
Sacatepequez,Enfermedad alcohólica del hígado,24,21,3,17,K70
Sacatepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",24,20,4,17,X95
Sacatepequez,Otras enfermedades cerebrovasculares,23,11,12,17,I67
Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",182,102,80,17,R00 - R99
Sacatepequez,Otras causas,674,369,305,17,Otras causas
Chimaltenango,Todas las causas,2893,1557,1336,17,Todas las causas
Chimaltenango,"Neumonía, organismo no especificado",410,210,200,17,J18
Chimaltenango,"Diabetes mellitus, no especificada",177,66,111,17,E14
Chimaltenango,Infarto agudo del miocardio,121,62,59,17,I21
Chimaltenango,Fibrosis y cirrosis del hígado,100,60,40,17,K74
Chimaltenango,Insuficiencia cardíaca,92,34,58,17,I50
Chimaltenango,Exposición a factores no especificados,91,73,18,17,X59
Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",81,34,47,17,I64
Chimaltenango,Enfermedad alcohólica del hígado,78,65,13,17,K70
Chimaltenango,Diabetes mellitus no insulinodependiente,70,29,41,17,E11
Chimaltenango,Tumor maligno del estómago,68,31,37,17,C16
Chimaltenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,63,32,31,17,A09
Chimaltenango,Enfermedad renal crónica,55,27,28,17,N18
Chimaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",50,46,4,17,X95
Chimaltenango,"Envenenamiento accidental por, y exposición al alcohol",46,44,2,17,X45
Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,45,18,27,17,C22
Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",199,115,84,17,R00 - R99
Chimaltenango,Otras causas,1147,611,536,17,Otras causas
Escuintla,Todas las causas,4278,2481,1797,17,Todas las causas
Escuintla,Infarto agudo del miocardio,453,269,184,17,I21
Escuintla,"Diabetes mellitus, no especificada",328,120,208,17,E14
Escuintla,"Neumonía, organismo no especificado",302,165,137,17,J18
Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",266,227,39,17,X95
Escuintla,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",164,144,20,17,V89
Escuintla,Enfermedad renal crónica,163,99,64,17,N18
Escuintla,Fibrosis y cirrosis del hígado,133,84,49,17,K74
Escuintla,Exposición a factores no especificados,133,114,19,17,X59
Escuintla,Diabetes mellitus no insulinodependiente,98,34,64,17,E11
Escuintla,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",83,40,43,17,I64
Escuintla,Tumor maligno del hígado y de las vías biliares intrahepáticas,81,46,35,17,C22
Escuintla,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",78,36,42,17,E87
Escuintla,Insuficiencia renal no especificada,70,34,36,17,N19
Escuintla,Otras sepsis,50,24,26,17,A41
Escuintla,Tumor maligno del estómago,48,23,25,17,C16
Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",371,192,179,17,R00 - R99
Escuintla,Otras causas,1457,830,627,17,Otras causas
Santa Rosa,Todas las causas,2206,1277,929,17,Todas las causas
Santa Rosa,Infarto agudo del miocardio,166,101,65,17,I21
Santa Rosa,"Neumonía, organismo no especificado",134,77,57,17,J18
Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",121,114,7,17,X95
Santa Rosa,"Diabetes mellitus, no especificada",116,43,73,17,E14
Santa Rosa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",87,72,15,17,V89
Santa Rosa,Insuficiencia cardíaca,73,33,40,17,I50
Santa Rosa,Enfermedad renal crónica,65,36,29,17,N18
Santa Rosa,Exposición a factores no especificados,64,55,9,17,X59
Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",47,28,19,17,I64
Santa Rosa,Fibrosis y cirrosis del hígado,46,23,23,17,K74
Santa Rosa,Tumor maligno del hígado y de las vías biliares intrahepáticas,42,14,28,17,C22
Santa Rosa,Tumor maligno del estómago,37,19,18,17,C16
Santa Rosa,Insuficiencia renal no especificada,35,15,20,17,N19
Santa Rosa,Diabetes mellitus no insulinodependiente,34,9,25,17,E11
Santa Rosa,Otras sepsis,33,17,16,17,A41
Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",332,176,156,17,R00 - R99
Santa Rosa,Otras causas,774,445,329,17,Otras causas
Solola,Todas las causas,1837,980,857,17,Todas las causas
Solola,"Neumonía, organismo no especificado",219,97,122,17,J18
Solola,"Diabetes mellitus, no especificada",86,35,51,17,E14
Solola,Infarto agudo del miocardio,78,39,39,17,I21
Solola,Otras gastroenteritis y colitis de origen infeccioso y no especificado,58,23,35,17,A09
Solola,Exposición a factores no especificados,52,37,15,17,X59
Solola,Diabetes mellitus no insulinodependiente,50,28,22,17,E11
Solola,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",44,26,18,17,I64
Solola,"Envenenamiento accidental por, y exposición al alcohol",43,40,3,17,X45
Solola,Enfermedad alcohólica del hígado,42,37,5,17,K70
Solola,Fibrosis y cirrosis del hígado,41,27,14,17,K74
Solola,"Desnutrición proteicocalórica, no especificada",39,19,20,17,E46
Solola,Trastornos mentales y del comportamiento debidos al uso de alcohol,35,31,4,17,F10
Solola,Otras sepsis,34,17,17,17,A41
Solola,Otras enfermedades pulmonares obstructivas crónicas,31,16,15,17,J44
Solola,Insuficiencia cardíaca,27,4,23,17,I50
Solola,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",204,111,93,17,R00 - R99
Solola,Otras causas,754,393,361,17,Otras causas
Totonicapan,Todas las causas,2420,1325,1095,17,Todas las causas
Totonicapan,"Neumonía, organismo no especificado",208,109,99,17,J18
Totonicapan,"Diabetes mellitus, no especificada",114,61,53,17,E14
Totonicapan,Otras gastroenteritis y colitis de origen infeccioso y no especificado,96,48,48,17,A09
Totonicapan,Fibrosis y cirrosis del hígado,83,62,21,17,K74
Totonicapan,"Envenenamiento accidental por, y exposición al alcohol",76,67,9,17,X45
Totonicapan,Infarto agudo del miocardio,48,26,22,17,I21
Totonicapan,Trastornos mentales y del comportamiento debidos al uso de alcohol,47,40,7,17,F10
Totonicapan,Enfermedad alcohólica del hígado,43,33,10,17,K70
Totonicapan,Exposición a factores no especificados,42,36,6,17,X59
Totonicapan,Diabetes mellitus no insulinodependiente,37,21,16,17,E11
Totonicapan,Tumor maligno de sitios no especificados,35,12,23,17,C80
Totonicapan,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",35,29,6,17,V89
Totonicapan,Hipertensión esencial (primaria),33,14,19,17,I10
Totonicapan,Otros trastornos del encéfalo,24,11,13,17,G93
Totonicapan,Insuficiencia cardíaca,24,8,16,17,I50
Totonicapan,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",803,400,403,17,R00 - R99
Totonicapan,Otras causas,672,348,324,17,Otras causas
Quetzaltenango,Todas las causas,4362,2375,1987,17,Todas las causas
Quetzaltenango,"Diabetes mellitus, no especificada",305,142,163,17,E14
Quetzaltenango,"Neumonía, organismo no especificado",251,137,114,17,J18
Quetzaltenango,Infarto agudo del miocardio,218,113,105,17,I21
Quetzaltenango,Insuficiencia cardíaca,168,68,100,17,I50
Quetzaltenango,Fibrosis y cirrosis del hígado,145,89,56,17,K74
Quetzaltenango,Exposición a factores no especificados,111,80,31,17,X59
Quetzaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",105,95,10,17,X95
Quetzaltenango,Enfermedad alcohólica del hígado,102,87,15,17,K70
Quetzaltenango,Diabetes mellitus no insulinodependiente,99,43,56,17,E11
Quetzaltenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",87,74,13,17,V89
Quetzaltenango,"Envenenamiento accidental por, y exposición al alcohol",78,62,16,17,X45
Quetzaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,76,39,37,17,C22
Quetzaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,73,64,9,17,F10
Quetzaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",70,32,38,17,I64
Quetzaltenango,Insuficiencia renal no especificada,70,40,30,17,N19
Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",434,209,225,17,R00 - R99
Quetzaltenango,Otras causas,1970,1001,969,17,Otras causas
Suchitepequez,Todas las causas,2927,1633,1294,17,Todas las causas
Suchitepequez,"Diabetes mellitus, no especificada",133,49,84,17,E14
Suchitepequez,Exposición a factores no especificados,131,108,23,17,X59
Suchitepequez,Infarto agudo del miocardio,120,67,53,17,I21
Suchitepequez,Insuficiencia renal no especificada,98,68,30,17,N19
Suchitepequez,"Neumonía, organismo no especificado",96,53,43,17,J18
Suchitepequez,Enfermedad renal crónica,87,53,34,17,N18
Suchitepequez,Fibrosis y cirrosis del hígado,82,44,38,17,K74
Suchitepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,54,29,25,17,C22
Suchitepequez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",40,33,7,17,V89
Suchitepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",32,29,3,17,X95
Suchitepequez,Tumor maligno del estómago,31,12,19,17,C16
Suchitepequez,Diabetes mellitus no insulinodependiente,30,11,19,17,E11
Suchitepequez,Otros trastornos del encéfalo,29,17,12,17,G93
Suchitepequez,"Disparo de otras armas de fuego, y las no especificadas",28,25,3,17,W34
Suchitepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",24,15,9,17,I64
Suchitepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1168,606,562,17,R00 - R99
Suchitepequez,Otras causas,744,414,330,17,Otras causas
Retalhuleu,Todas las causas,1837,1038,799,17,Todas las causas
Retalhuleu,"Diabetes mellitus, no especificada",102,40,62,17,E14
Retalhuleu,Insuficiencia renal no especificada,91,54,37,17,N19
Retalhuleu,Fibrosis y cirrosis del hígado,68,41,27,17,K74
Retalhuleu,"Neumonía, organismo no especificado",63,34,29,17,J18
Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",61,59,2,17,X95
Retalhuleu,Infarto agudo del miocardio,48,25,23,17,I21
Retalhuleu,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",46,40,6,17,V89
Retalhuleu,Exposición a factores no especificados,45,37,8,17,X59
Retalhuleu,Otros trastornos y los no especificados del sistema circulatorio,30,20,10,17,I99
Retalhuleu,Enfermedad renal crónica,28,20,8,17,N18
Retalhuleu,Otros trastornos del encéfalo,27,14,13,17,G93
Retalhuleu,Otras sepsis,26,16,10,17,A41
Retalhuleu,Tumor maligno del hígado y de las vías biliares intrahepáticas,22,10,12,17,C22
Retalhuleu,Insuficiencia cardíaca,22,9,13,17,I50
Retalhuleu,Otras anemias,16,10,6,17,D64
Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",666,355,311,17,R00 - R99
Retalhuleu,Otras causas,476,254,222,17,Otras causas
San Marcos,Todas las causas,4853,2755,2098,17,Todas las causas
San Marcos,"Neumonía, organismo no especificado",663,387,276,17,J18
